Title,Abstract
Design and Implementation of Multi-Source Heterogeneous Integrated Equipment for Environmental Monitoring of Cultural Relics,"In view of the numerous heterogeneous devices and protocols in the environmental monitoring system for the preservation of cultural relics, the overall architecture and scheme of multi-source heterogeneous network integration were proposed. Based on the analysis of the overall framework of the environmental monitoring system, the overall scheme of heterogeneous network integration equipment is proposed and the implementation scheme is introduced by modules based on modularization thinking. Through software design and transplantation, the feasibility of the scheme is proved. The heterogeneous network fusion equipment can realize the collection and integration of heterogeneous data from multiple sources, and can promote the integrated development of environmental monitoring system for cultural relics and other museum holdings."
Intelligent Safety Life Jacket Using Wsn Technology,"The body loses heat in hypothermia because it cannot maintain its internal temperature owing to a freezing environment. As a result, the body temperature will decrease rapidly. The person will lose consciousness or faint when the body temperature falls below 35°C. This study targets detecting climbers’ hypothermia and transmitting their health status to the climber’s group. It is difficult for mountain climbers to check their health and hypothermia symptoms for themselves and their climbing companions. To address this issue, we created a life jacket with an integrated hardware kit with a Peltier, temperature, and pulse sensor. LoRa Network is used to communicate with the climber’s group. Alert messages are delivered to mountaineers via the Android app and suitable protocols, which helps save the climbers if any discrepancies occur."
Digital Shadow Enabled Integrated Multi-platform Automation System for Industrial Assembly,"This paper presents a fully autonomous assembly line for custom cubes with two sub-block options (plastic and aluminium). Users can design their cubes through an Android app or website interface. The system retrieves orders, processes them based on deadlines, and dispenses the required sub-blocks. A quality inspection station with computer vision and machine learning ensures that defect-free parts are used. Cobots handle sub-block transportation and manipulation throughout the assembly process, with a dedicated station for inserting pins when necessary. A digital Shadow model facilitates performance analysis and optimization. Cloud-based platforms manage data, order processing, and remote access. Finally, an Automated Storage and Retrieval System (ASRS) manages cube storage and delivery. This research demonstrates the potential of combining automation, machine learning, and real-time monitoring for efficient custom product assembly. The approach offers applications in various industries and lays the groundwork for future research on expanding customization options and production flow optimization."
Application of Voice Navigation System in Assembly Line Workshop Production Work,"The current silk-making workshop equipment in cigarette factories is relatively large and covers a wide area, and most of them adopt the form of centralized control. It is difficult for operators to pay attention to real-time production conditions and detect production abnormalities in a timely manner. It can easily lead to problems such as safety accidents, process quality accidents, and material loss caused by untimely handling of abnormal shutdowns. To solve these problems, it is necessary to develop a production voice navigation system. By collecting equipment PLC signals and production management system work order information, voice navigation information is formulated, including production rhythm, material logistics, alarm information, etc It can effectively improve operating efficiency and detect production abnormalities early."
Methods of data streaming from IEC 61499 applications to Cloud storages,"This paper presents and discusses two methods for collecting data from decentralised control applications designed in IEC 61499 architecture. The topic is justified by the growing use of Cloud-based storage and presentation services in the Internet-of-Things systems. Enabling IEC 61499 devices with the capabilities of storing data in the Cloud and using web-based data presentation and data analytics is of great practical importance. Moreover, what is the most elegant way to configure such data streaming in IEC 61499 is an open question, to solving which this paper aims to provide state-of-the-art information."
Optimizing Renewable Energy Using Scalable Solutions: IoT Integration in Renewable Energy Laboratories,"This article presents one of the work results from the Cloud Energy Lab (CBEN) research project. The study explores how integrating Internet of Things (IoT) technology into laboratory devices enhances research efficiency, reduces equipment costs, and accelerates experimental processes without additional expenses. The project supports the development of scalable energy systems like electrical grids by enabling cloud-based data exchange between electrical resources, such as fuel cells and E-Drive test benches. It describes the project's IoT structure, showcasing test benches in different labs: a high-voltage battery simulator, an E-Drive test bench in the Electric Drives Lab, and a fuel cell test bench in the Vehicle Drives Lab. Data exchange between these test benches is facilitated by IoT technology, specifically OPC UA and MQTT, for cloud and inter-bench communication. Each test bench has defined interfaces, with equipment modeled as distinct components in MATLAB/Simulink software. This setup connects OPC UA server hardware via test benches or HTTP interfaces to the cloud for parameter setting and data capture, integrating models to form an automotive system for investigating electric and fuel-cell vehicles. Finally, the efficiency of various power scales between E-Drive and fuel cell test benches is evaluated. Key results show improved fuel cell design area, optimized energy flow, and significant cost savings through reduced equipment needs enabled by IoT and cloud technologies. These advancements contribute to the scalability of microgrids and simplify renewable energy integration without requiring co-located labs or large-scale power devices."
Enhancing Factory Automation Through Facial Recognition Using Phoenix PLC and Factory I/O,"This research study explores the integration of facial recognition technology to enhance factory automation, utilizing Phoenix PLC and Factory I/O in a secure and efficient manner. The system employs a face terminal to capture and authenticate facial data, which is transmitted to a web server via Ngrok for secure communication. A Python script processes the facial data and, upon successful authentication, sends an access-granted message through MQTT to initiate automated actions. Node-RED facilitates the communication flow, with MQTT nodes receiving messages and OPC UA nodes delivering control commands to the Phoenix PLC. The PLC interfaces with Factory I/O, a simulation software, to trigger specific operations based on personnel authentication. This approach combines security and automation, ensuring only authorized personnel can initiate factory processes while optimizing operational efficiency. By leveraging MQTT for low-latency communication and OPC UA for reliable control, this methodology offers a seamless and secure solution for intelligent factory automation, highlighting the potential of interconnected systems in Industry 4.0."
Implementing a Flexible IIoT Service Framework with Microservices: A Case Study of Machine Tools,"With the continuous attention given to “smart manufacturing” and “smart factories,” the importance of equipment networking and data collection has been increasing. One key issue is the standardization of equipment networking. Currently, Modbus and OPC/UA are important communication protocols in machine networking. However, software engineers who mainly focus on developing user interfaces and business logic are not proficient in dealing with communication protocols. Therefore, it becomes crucial to enable IT application software engineers to easily interface with various OPC/UA and Modbus machines. Due to the requirements of integration and application of various PLC devices in the machine tool industry, we designed an efficient and flexible IIoT Gateway framework. With the assistance of the IIoT Gateway, IT application engineers developing the ERP/MES systems can easily exchange data (with read and write operations) with various PLC machines. Additionally, to meet the requirements of high performance, the system's functional modules have been designed using multi-threading, asynchronous, and non-blocking techniques. To achieve flexibility in functionality expansion, deployment, high reusing, and low coupling of modules, the Spring Cloud framework has been used to implement microservices and API design for the functional modules. In the future, various system data exchanging and visualization can be facilitated through technologies such as Micrometer/Prometheus, MQTT/Node-RED, and others for convenient logging and tracking."
Integration of ABB Robot Manipulators and Robot Operating System for Industrial Automation,"The integration of advanced robotic technologies with modern software platforms has enabled significant advancements in industrial automation. This paper aims to introduce a novel workflow to integrate ABB industrial robot manipulators and the Robot Operating System (ROS), where communication is built through OPC Unified Architecture or a virtual controller with EGM+RWS. Moreover, we also provide a method to deploy the ROS environment using container technology in our workflow. The developed workflow was tested and evaluated in a real-world welding application, demonstrating its capability to automate the welding process of steel looped hooks for supermarket shelves with high accuracy and efficiency, in which the path planner for the robot is obtained from MoveIt by ROS. The introduced workflow can also be integrated with the MLPro framework, which enriches the workflow with machine learning-related algorithms, e.g. for path planning. The results of this study demonstrate the potential of integrating ABB industrial robot manipulators with ROS for industrial process automation and highlight the benefits of using ROS as a software platform for industrial robotics applications."
Overview and Comparison of Asset Information Model Standards,"Different organizations are currently working on concepts and standards pertaining to the integration of industrial automation devices into a communication network. For manufacturers, suppliers, integrators, and operators of automation components, the variety of available protocols for information exchange raises the question of which standard to use. To address this question, this contribution provides an overview of different standards for the virtual description of an automation device in the context of device integration and presents a detailed comparison of the following selected standards: W3C WoT Thing Description, Asset Administration Shell, Digital Factory Framework, Automation Markup Language, Module Type Package, OPC UA Process Automation - Device Information Model, and Field Device Integration. These standards are compared with respect to four categories: 1) Representation of a property; 2) Representation of services; 3) Information modeling for direct automation device access; and 4) Mechanism for discovery. The comparison is summarized in an evaluation of the suitability of each standard for different use cases. Since none of the standards fully covers all use cases generic integration strategies are presented for combining the device information models. Finally, a description of a demonstration showcasing this integration, including an implementation as a proof of concept, concludes this contribution."
Papyrus4Manufacturing: A Model-Based Systems Engineering approach to AAS Digital Twins,"As digital twins gain momentum in their usage in diverse domains, the concept of Asset Administration Shells (AAS) has become very relevant for achieving the digital twin approach, where Administration Shells are the digital representation of physical assets. Being a relatively new concept in the Industrial Internet of Things (IIoT) domain, the tools and approaches for creating and deploying AASs are likewise in infancy. This paper introduces an open-source tool, Papyrus4Manufacturing, which provides a model-based systems engineering approach to the AAS. This toolset supports the creation of AAS digital twins from modeling to automatic deployment and connection to assets using the OPC UA protocol. This paper also includes an evaluation of its usability, as it is put to test with an academic use case."
Integrating Computer Vision in a CODESYS PLC to Enable Intelligent Object Identification,"This research investigates the synergy between com-puter vision and programmable logic controllers (PLCs) for enhancing material recycling efficiency. Focusing on aluminum can and glass bottle recycling, this study develops and simulates a user-centric vending machine system. The system employs a convolutional neural network (CNN) for accurate object recog-nition, integrated with a PLC-based control system via the OPC UA communication protocol. By incentivizing recycling through discount offers, the vending machine aims to promote sustainable waste management practices. Successful simulation demonstrates the feasibility of this approach, highlighting the potential for computer vision and PLC integration in the development of advanced recycling solutions."
Model-Based Co-Simulation Method for PLC Programming: Interaction Design and Optimization,"The Industrial Internet of Things (IIoT) is an enabling technology for the evolution of automation industry. The programming of Programmable Logic Controller (PLC) is a core task of industrial automation. To improve the accuracy and efficiency of PLC programming for complex control systems, it is necessary to conduct co-simulation between PLCs and simulation modeling software based on Model-Based Design (MBD). In this paper, a unified model-based co-simulation framework for PLC programming is proposed. This framework provides heterogeneous device communication by integrating OPC UA protocol and hardware-in-the-loop (HIL) verification by code generation and loading. To improve the real-time performance of co-simulation, a data exchange optimization problem is constructed by modeling the offset adjustment of each periodic exchanged data, which considers the nonlinear feature of exchange time with respect to data amount. To solve this problem efficiently, a meta-heuristic algorithm based on an adapted sea-horse optimizer is proposed. A tool based on MATLAB/Simulink is developed to validate the proposed framework and optimization method. The results indicate that the proposed framework is compatible, and the optimization approach significantly improves the efficiency of data exchange."
Advances in the Smart Data Analytics Framework: Integrating Data Extraction and Automated Reporting,"The efficient fusion of information from different data silos in a process plant is essential for a smart data analytics platform. Researchers have developed a GUI-based framework, namely, AMtool, to integrate alarm data and sensor (process) data complemented with process connectivity information. This state-of-the-art smart data analytics framework integrates advanced techniques for data analysis and visualization, performance evaluation, and alarm configuration. This framework also supports alarm flood analysis along with documentation to aid alarm rationalization, enabling industrial processes to become compliant with industry standards. However, an earlier version of the AMtool faced limitations in meeting the automation and real-time data exchange requirements emphasized by the Industry 4.0 paradigm. In this paper, we discuss the recent advances and improvements to make the tool compliant with Industry 4.0 standards, namely, the data extraction interface and automated reporting feature. The data extraction interface facilitates secure and efficient data collection via SQL databases and OPC UA platforms. Additionally, the report generation is more automated for an efficient and more user-friendly option for the regular generation of alarm analysis reports."
Implementation of an Automated Pick and Place System for Didactic Study of Industry 4.0,"Industry 4.0 represents a significant evolution in the field of automation and production, imposing the need to develop advanced educational platforms to train the next generation of engineers and researchers. In this article, is presented an innovative didactic platform for the study of Industry 4.0, focused on the implementation of an automated pick and place system. Our platform integrates advanced hardware and software components, including pneumatic cylinders, vacuum grippers, IO-Link sensors, IO-Link master and IO-Link solenoid valve group, HMI (Human-Machine Interface) and control buttons. These components are interconnected to create a modular and flexible system that is easy to use for educational and research purposes. The article will detail the architecture and operation of the system, as well as the software development process, including the programming languages and environments used. It will also discuss the implemented communication protocols (Profinet, OPC UA, MQTT) and the possibility of activating a web server for interfacing with other systems. The results obtained demonstrate the efficiency and applicability of our platform in the educational environment, providing students and researchers with an interactive and practical environment for understanding and applying Industry 4.0 concepts. This platform is a valuable resource for training future generations of automation and advanced technology specialists."
Integrated Management of Multi-Type Devices Through Aggregation of Information Models,"In the era of Industry 4.0, the execution of intelligent industrial applications relies on collaborations among multi-type devices, such as sensing, computing, and control devices. Al-though a universal information model allows for integrated device management, the model-building complexity rises dramatically with increasing system functions. To address this challenge, an integrated information model with hierarchical architecture is designed. By decoupling device functions, a separated rule is adopted for model construction such that the information model of each device only contains function-related nodes and common attributes for describing device features, reducing the complexity of information model construction. Then, an aggregation server is constructed, enabling application-oriented views. Based on this, efficient management is facilitated by displaying management information of corresponding applications in the user interface, reducing the complexity of integration of sensing, computing, and control devices. Finally, experimental results demonstrate the effectiveness of the proposed scheme. Compared to the standard OPC UA information model, in the aggregation server, the number of model nodes of each type of devices in the application-oriented view is reduced by 79.8% on average."
Research on Intelligent Construction Construction Engineering System under Computer Digitization Technology,"The overall framework of large-scale intelligent building integration system based on IBS technology is proposed. Then, the whole architecture is deeply researched and designed. The realization method of the platform is introduced in detail from the client program design, the main functions of the client and the data transmission mode based on OPC technology. The debugging results show that all performance indexes of the system are good."
Intelligent Monitoring and Managing of Edge Devices,"This research study introduces a new method for extracting insights, making predictions, and managing industrial IoT and edge devices using the reliable OPC-UA (Open Platform Communication Unified Architecture) protocol. It emphasizes the significance of this approach in tackling the difficulties encountered by industries, research institutions, and individual researchers in monitoring real-time data, identifying patterns, and overseeing remote devices. Through the utilization of the OPC-UA protocol, the proposed solution provides a cost-effective and effective way to accomplish these goals."
Implementation of Digital Shadow Concept in the Field of Industrial Automation,We are currently witnessing a gradual increase in interest in digital shadow and digital twin solutions in the field of industrial automation. These solutions require advanced approaches in the process of their creation and are gradually becoming an integral part of industrial automation. This paper focuses on the creation of a digital shadow of a physical robotic cell and progressively goes through all the phases from the analysis of communication problems through the design of possible solutions to the actual implementation of one of the proposed solutions. The connection between the virtual robotic cell and the industrial camera is based on the processing of the data sent by the camera located above the physical robotic cell. This data is processed by a program in the PLC and then transferred to the virtual environment of the digital shadow by communication between the two OPC servers. This paper provides a more detailed overview of one possible technique for connecting the virtual environment with the physical robotic cell.
"Interaction between FeasibilityCheck, PreconditionCheck and SkillExecution in skill-based machining","In order to react more dynamically and flexibly to individual customer requirements, the concepts of skill-based engineering can also be applied in the field of machining. FeasibilityCheck, PreconditionCheck and SkillExecution have emerged as important basic components of complex manufacturing skills in order to be able to control skills usefully and efficiently, especially for machine tools. This paper describes the roles of each basic skill component in machining skills and shows how they can be used. Furthermore, the concept of IDs for referencing already given ParameterSets is evaluated for machining skills. A prototype implementation shows how these ParameterSetIDs can be used to efficiently interact with the basic skill components. The results show the fundamental sense of this separation of FeasibilityCheck, PreconditionCheck and SkillExecution and support the usefulness of using ParameterSetIDs."
Realizing Consistent Digital Twins by Combining Different Data Exchange Technologies,"Designing and utilizing digital twins is one of the recent trends within digitalization of manufacturing industries. But this digitalization not as easy as it sounds. Different infor-mation sets coming from different life cycle phases, used within various use cases, exploiting different information provision technologies, and emerging from different engineering disciplines need to be consistently combined. Within this field technologies like asset administration shells, opeVA and AutomationML are taking a leading position but covering different life cycle phases. Within this paper a first approach is presented in-tending to overcome the integration nightmare by combining the named technologies and enabling the consistent design and application of a digital twin preserving the benefits of the integrated technologies."
Emerging Trends in Education For Industry 4.0 and 5.0 Engineers in Slovakia Using E-learning Web Applications,"This document deals with the challenges in the teaching process that must respond agilely to the challenges of technological advances and other unexpected stimuli (the recent COVID pandemic, assertion of power interests, etc.). It confronts the terms Industry 4.0 and Industry 5.0 and illustrates the importance of interoperability and enumerates the technologies to achieve it. It also presents an experimental platform for Industry 4.0 that addresses several Industry 5.0 challenges at the Institute of Mechatronics at the Slovak Technical University in Bratislava. It explains the importance of teaching Industry 4.0 technologies as a whole and introduces the development of an e-learning web application as a way of learning the necessary skills and shares its benefits and results."
Surface Defect Recognition of Solar Panel Based on Percolation-Based Image Processing and Serre Standard Model,"During the production process of solar panels, it is inevitable to have some defects, such as cracks on the surface of solar panels due to extrusion or damage due to quality issues. This article improves the Serre standard model, which can simulate the ventral visual pathway with object recognition ability, based on the latest research progress and results of simulating biological visual mechanism models in computer vision, to improve the recognition effect of surface defects on solar panels. At the same time, a pre-processing scheme combining Gaussian Laplace operator operator and adaptive Wiener filter to remove noise spots is studied, and the local Gabor Binary Pattern Histogram Sequence (LGBPHS) features are obtained through pre-processing. The Percolation-Based image processing method for detecting obvious cracks was used to determine the location of the algorithm and the calculation results based on the improved standard model method. It mainly refers to the MAX value output by the C2 layer and the classification and identification results of whether there are cracks, and the crack location function is completed. The experimental results show that the proposed method has an accuracy rate of 98.86% in training and 98.64% in testing, and both the false detection rate and the missed detection rate do not exceed 1%. Therefore, the method proposed in the study has a high accuracy and can effectively identify the surface defects of solar panels."
Monitoring and Control of Discrete-Event System Using Augmented Reality and Open-Source PLC,"This paper deals with the interfacing of open-source PLC (Programmable Logic Controller) with augmented reality. The goal is to create an interactive environment for monitoring and control of automation processes. Creating new types of human-machine interfaces (HMIs) is one of the challenges of the Industry 4.0 concept and also relates to the Industry 5.0, which is the coming revolution to be human-centric. The practical part of the project focuses on the implementation of interfacing between PLC and augmented reality using OPC UA (Open Platform Communications Unified Architecture) and MQTT (MQ Telemetry Transport) interfaces. The work results in creation of working prototype that uses 3D engine Unity and ARCore library to create an interactive augmented reality environment."
Network System of Systems Manager,"For several decades, the L3Harris Mission Networks organization has perfected the design, deployment, operations, and management of enterprise-level networks for safety-critical missions using a managed service framework. L3Harris has successfully constructed geographically large and technologically diverse Local Area Network (LAN)/Wide Area Network (WAN) solutions for State and Federal customers by selecting, optimizing, and integrating Commercial off the Shelf (COTS) products and services into an integrated or homogeneous solution meeting exacting performance requirements. These purpose-built network solutions ensure performance and resilience through tailored provisioning and the configuration of highly reliable (e.g., through adaptive redundancy) architectures, diverse service connections and equipment, ubiquitous bandwidth allocation and an unparalleled telecommunication provider governance by a centralized operational support system.Over this same period, there have been key advances in the networking industry which signal the need to evolve beyond our centralized managed services model. These advances include the rapid industry transition from a dedicated Time-division Multiple Access (TDMA)-based solution to multifunction IP-based networks with Quality of Service (QoS) support, the growing deployment of Software Defined Everything (SDE), AI-assisted advanced modeling and simulation, near-universal adoption of cloud-based Infrastructure as a Service (IaaS), design patterns and deployment solutions with the increasing presence of wireless services such as 5G (both fixed and mobile), Long Term Evolution (LTE), Geostationary Orbit (GEO), Low Earth Orbit (LEO) and Medium Earth Orbit (MEO).Within these evolving technologies, network management solutions can move from centralized to federated architectures with the promise of effortless scalability, dynamic adaptability, and seamless collaboration. A federated hierarchical architecture offers organizations a blueprint allowing coordinated management, interoperability of data, resources and processes across heterogeneous systems, locations, and organizational boundaries. To take maximum advantage of such an architecture, we believe there is an opportunity to streamline and optimize network designs through an implementation of a Network System of Systems Manager (NSoSM). The NSoSM is a centralized system used to ingest network telemetry data across one or more networks, process data via AI/ML algorithms, to make informed decisions to improve the delivery of prioritized customer data and improve the usability of mission critical customer applications.The federated architecture construct, consisting of loosely coupled constituent databases for sharing and data exchange, has evolved beyond its origin and the set of standards facilitating its integration. The use of an Open Platform Communications (OPC) Unified Architecture (UA) [01], the International Society of Automation (ISA)-95 model [02], the Manufacturing Enterprise Solutions Association (MESA) Business to Manufacturing Markup Language (B2MML) [03], and message exchange models have improved integration and scalability, resulting in wide adoption in manufacturing environments.The adoption of a federated architecture in enterprise-level, mission critical networks present several challenges. The solution to these challenges can be addressed with three primary capabilities: 1) Integrated Situational Awareness; 2) Integration Gateway, and 3) AI Augmentation and Automated Orchestration, carrying independent value and, when fused together, achieve a NSoSM which autonomously supports a federated ecosystem:Integrated Situational Awareness. Adapting to the increasing volume of technological solutions, the need for highly customized service integrator solutions evolves from a centralized integration of disparate platforms to an enterprise orchestration of integrated System-of-Systems (SoS). This is achieved through creating a hyperconverged monitoring and data collection capability of system logs, synthetic network probes, streaming telemetry and real-time channel performance metrics collected by Fault Management Systems, Network Performance Monitoring and Diagnostics Systems, and Application Performance Monitoring systems. Integrating these COTS solutions, together with Situational Awareness, offer end-to-end (E2E) planning, fault analysis, and command and control (C2) of regulated network environments.Integration Gateway. Of critical importance in the NSoSM model is the need to create a homogeneous, clear user experience across a heterogeneous collection of federated systems. This involves the definition and harmonization of the exchanged data and the technologies used for sending and receiving the exchanged data with intelligent markers to incorporate customer and mission-defined, protections. This involves both the harmonization of data from dissimilar heterogeneous end-systems to a common operating picture and to convert it back to native system languages when suggested configurations are being recommended to optimize customer service performance.AI Augmentation and Automated Orchestration (AIA2O). This capability is comprised of three primary and sequential functions: Datasets, Frameworks and Procedure Validation for AIOps and Command and Control (C2) Orchestration. Data from the Integration Gateway is interpreted into logical threads where Artificial Intelligence (AI)/Machine Learning (ML) algorithms and models apply insight to optimizations required for an improved User Experience (UX), via autonomous orchestration, reducing and sometimes eliminating the human-in-the-loop delay not only reducing the decision chain but also reducing human error. Insights and procedures are validated in a digital twin representation followed by the orchestration of optimizations in a production environment.The Federal Aviation Administration’s publication of Initial Concept of Operations for an Info-Centric National Airspace System asserts that ""The integrated information environment, providing data services including data integration from various sources, allows federated actors to reconcile, contextualize, and share relevant information’’. Additionally, value is perceived by enabling ""multiple entities to provide a federated set of xTM services for flights operating within the same airspace"". Implementing and operating NSoSM capabilities, comprised of an integrated gateway, integrated situational awareness, and AI augmentation and automated orchestration are at the core of where mission critical, enterprise-level networks and SDE are evolving for State, Federal, and Department of Defense (DoD) organizations. L3Harris’ approach to the design of a NSoSM solution provides a limitless overlay adapting to emerging and evolving technologies, meanwhile reduce operating expenses (OpEx) via an ever-growing AI community, enabling independent systems to collectively deliver value that cannot be achieved independently."
Identify the objective parameters of direct communication between PLC and MS SQL server,"When building digital twins of existing technical solutions, we need a large amount of data on the parameters of their operation under various conditions. The source of data on the values of process variables at the lowest level is control devices - most often PLCs. There are many ways to acquire the qualities of process variables available from the PLC level. Increasingly, OPC UA is replacing the OPC model, and the OPC UA server is increasingly a functionality of the PLC CPU. The Industrial Internet of Things IIoT is used in companies moving toward Factory 4.0. Data from controllers can be acquired using high-level languages such as C++, C# or Python. Libraries often made available under an open-source license are used for this. For example, you can find commercial libraries for communication between PLCs of selected manufacturers and MySQL servers. Siemens provides a library for communication between S7-1200/1500 controllers and MS SQL server. The author has yet to find an exhaustive analysis of such a solution. In the literature, there need to be more studies of experiments describing the performance of query generation and execution and the impact of the library on PLC performance. The article presents the results of an experimental study of this issue."
Digital Twin Integration using Lingua Franca and FMI for Testing Factory Automation Software,"The continuous evolution of Industry 4.0 demands advanced solutions for optimizing production processes, reducing energy consumption, and enhancing the capabilities of both human operators and production devices in smart factories. As factory automation software becomes increasingly complex, ensuring its robustness through extensive testing is critical. However, testing on actual production systems is often impractical due to the critical nature of the software.This paper explores the use of digital twins to simulate factory environments, enabling thorough validation of automation software. We propose leveraging Lingua Franca and the Functional Mock-up Interface (FMI) standard to create comprehensive digital twins. Lingua Franca ensures deterministic execution in simulations, while FMI facilitates the integration of diverse simulators for accurate modeling of heterogeneous systems. We introduce an interfacing method to integrate FMI components within Lingua Franca and present a strategy for modeling software-machinery interactions using the OPC Unified Architecture (OPC UA) protocol. The methodology is applied to develop a digital twin of a logistics subsystem in a manufacturing system, demonstrating the effectiveness of the simulation environment through various scenarios."
Network-Based Ransomware - A New Threat Demonstrated on the Example of Industrial Control Systems,"Ransomware is known to take control of data. This paper introduces and explores the novel threat of network ransomware which targets the network between computers. This paper demonstrates this threat on the example of Industrial Control Systems (ICS). In order to describe this novel threat, the Threat Landscape for Ransomware Attacks taxonomy from the European Union Agency for Cybersecurity (ENISA) is extended by the assets - Network and Device - as well as one action - Alter. The original four ENISA actions Lock, Encrypt, Delete and Steal and the additional action Alter are described in this extended taxonomy and demonstrated within an ICS environment in two Evaluation Cases (EC) including the network protocols Modbus/TCP and OPC UA as well as one complex scenario of network based ransomware within ICS involving 3 sensors, 5 actuators, 2 PLCs and 1 Historian using the OPC UA protocol."
"Design and Implement a PC-Based SCADA Education System, Part I: Power System Load Frequency Control and Governor Response","PC-Based control has many advantages over other control systems like Programmable Logic Controller (PLC) base or Programmable Automation Controller (PAC) base control system, such as updating to handle more data processing by simply adding processing power or extend the memory that allows running and processing third party program on the same station. This paper describes the effective, robust, and low-cost design & implementation of a PC-based SCADA education system for the centralized control automatic generation control (AGC) of power system generators in the laboratory at the College of Electrical & Electronic Technology, Benghazi within higher graduate studies program, in this proposed system, it does not only allow the researchers to capture the raw data of the system easily but also it can be run an integrate a third party program OPC-DA for secure communications or OPC-UA for cloud connectivity. In this article, the frequency bias method is used to control power system frequency composed of two generation units using only one controller and evaluate the performance of the whole control system for multi-cases when the sleep time of the controller is changed. Profinet communication was established between the master terminal unit (MTU) and the remote terminal unit (RTU), through fiber optics cables and Small Form-factor Pluggable (SFC) Transceivers to eliminate the delay due to the communication as possible and interference immune. In this article experimental tests have been held on a simple power system 3-phase 380V, 50Hz, composed of two synchronous generator units rated 1.0 kVA each, medium transmission line model, 3-phase 450w resistive load and 1.0 hp, 3-phase induction motor with variable load represents the inductive variable load, the results obtained from the experimental tests were promising and positive, from many cases of different sleep time selected there is no effect on the whole control system performance."
Research on integrated technology of synthetic biology automated platform,"Synthetic biology uses engineering principles to redesign organisms and construct biological systems with specific functions, which is an important way to develop drugs, vaccines, biofuels, etc. In the process of transforming synthetic organisms, researchers need to conduct largescale experiments for a long time, and many of these processes are manual and repetitive tasks, which results in the problems such as low throughput, low efficiency, and slow iteration. In addition, there are many experimental instruments and equipment required in the synthetic biology experiment process. The communication protocols between different instruments and equipment are not uniform, which seriously restricts the automation upgrade process of synthetic biology. To solve these problems, this paper put forward an integration technology based on the Object Linking and Embedding for Process Control Unified Architecture (OPC UA) to realize the interconnection of the synthetic biology automated platform and related instruments needed in synthetic biology process. The stability of the system is further designed and improved by using the concept of Triple Modular Redundancy. This helps the development of an efficient, stable and scalable automated platform for synthetic biology, which greatly improves the efficiency of synthetic biology experiments."
Proposal of a Microservice Plug-and-Produce Architecture for Industry 4.0,"Industry 4.0 (I4.0) guided the evolution of control and automation architectures towards service orientation, Cloud Computing, Edge Computing, and Industrial Internet of Things seeking to provide greater modularity, vertical integration, and connectivity. The current research is focusing on developing and standardizing information models, management of industrial assets, the creation (composition) and management of industrial applications based on services. This paper proposes and presents a microservice Plug-and-Produce (PnPr) architecture for automation in I4.0 systematized in two processes. The Plug process covers the stages of modeling, aggregating, servitizing, installing and discovering, with a focus on the commissioning and discovery of assets. The Produce process covers the stages of communicating, selecting, analyzing, composing, and managing, with a focus on the composition of assets for creating applications. On the Plug part, it is described the modeling of the asset based on the Asset Administration Shell (AAS) standard, the logical programming, discovery as a microservice, the installation and management using container technology. In the Produce part, it is proposed to orchestrate applications through the composition of assets via OPC UA and microservices communication. Our proposal is discussed showing that the PnPr architecture is a viable solution for universalization of access to industrial assets, in addition to leverage the creation of I4.0 applications."
"Systems of Digital Twins and Physical Systems: Interoperability, Decentralization, and Mobility in Robotic Applications","Whereas digital twins are receiving an increasing attention, their implementation has been predominated by monolithic and static solutions. A resulting issue is the lack of a modular integration and seamless interplay of digital twins when it comes to adapt and support varying industrial and societal applications. Another drawback arises from limited services that digital twins can provide as the physical system is extended with new components and/or separated from constituting parts, giving rise to a metamorphosic system of systems. Furthermore, the respective mobility of physical systems and citizens assumed to interact with them via their digital surrogates is hardly transformed into industrial and societal opportunities, such as a pervasive and itinerant human-robot-interaction ($\pi$-HRC). Within the scope of our Metarobotics framework that propels $\pi$-HRC, we address these challenges by leveraging on the OPCUA standard to develop portable data connectors that move with and give access to the data source, which is the associated physical system. Our Raspberry-Pi driven connector encapsulates a digital twin of the corresponding system and its offered services to capture the loose coupling and decentralization of systems of systems even remotely and in motion. Each data connector semantically interoperates with any OPC-UA capable system and device via wireless communication. This opens up new opportunities for different monitoring (and control) modalities of large scale systems whose physical or/and virtual constituting subsystems are distributed across distinct geographical locations in the industrial and societal realm. We apply our framework to a mobile multi-arm robotic system with edge-computing capabilities and demonstrate the performance of its monitoring functionality from the cabin of a moving train in city traffics in practice. We provide experimental measurements results and highlight the usefulness and effectiveness of our approach."
Towards an Ontology-Based Generic Interface for Field Device Capabilities in Automation Systems,"Field devices play an important role in the automation industry, providing the means to sense and control industrial processes. With the emergence of the Industry 4.0 strategy within the last decade, field devices now require an intelligent description that enables interoperability regardless of communication protocols and standards. Organizations such as the OPC UA Foundation and the Industrie 4.0 Platform are leading the way with standardized metadata models for describing intelligent systems. These standards enable the definition of interoperable semantic models that provide static and dynamic information for sensors and actuators. However, an open issue is the definition of a generic interface that abstracts the specific domain concepts from the different standards and field device organizations. In this paper, we propose an ontology-based interface to obtain generic field device capabilities and their relation to a field device-specific implementation. This approach allows industrial systems to automatically retrieve information from field devices without having to understand the specific semantics of a protocol and provides a bridge between the raw process data and a generalized definition that can be reused across devices. A proof of concept is presented with the integration of the generic interface for field devices and its implementation on a Programmable Logic Controller with a CODESYS runtime."
